nbytes,chunksize,method,mode,runtime,version,Throughput (Gbps),chunk size (MB)
3200000000,3125000,polars-parquet,write,6.3750798540004325,,4.015635974180891,3.125
3200000000,3125000,polars-parquet,read,2.1571952819995204,,11.867261259848096,3.125
3200000000,781250,polars-parquet,write,5.108105331999468,,5.011642935322827,0.78125
3200000000,781250,polars-parquet,read,2.405460509000477,,10.642452829390816,0.78125
3200000000,200000000,polars-parquet,write,8.906095766000362,,2.8744357429581853,200.0
3200000000,200000000,polars-parquet,read,3.249598362999677,,7.877896632237608,200.0
3200000000,50000000,polars-parquet,write,5.925023361000058,,4.3206580700601815,50.0
3200000000,50000000,polars-parquet,read,2.494925355000305,,10.260828023849582,50.0
3200000000,12500000,polars-parquet,write,8.519333876998644,,3.004929771459886,12.5
3200000000,12500000,polars-parquet,read,2.1375974059992586,,11.976062437273034,12.5
3200000000,3125000,polars-parquet,write,9.059681473001547,,2.8257064088058397,3.125
3200000000,3125000,polars-parquet,read,2.1748144009998214,,11.77111940597367,3.125
3200000000,781250,polars-parquet,write,7.969137641999623,,3.2123927518933435,0.78125
3200000000,781250,polars-parquet,read,2.516585256000326,,10.172514497159037,0.78125
